text,label
"{'data': 'Refracting index nD at 20 °C | ~ 1.457', 'label': []}",irrelevant
"{'data': 'Irritation by OECD | 0', 'label': []}",irrelevant
"{'data': 'Appearance | Clear liquid', 'label': []}",irrelevant
"{'data': 'Viscosity ( cps at 25 °C ) | 2,260 <header> <Appearance ( 25 °C ) > | <Clear & Clean> </header>', 'label': [[19, 24, 'measuring_condition'], [12, 15, 'unit'], [29, 34, 'mean']]}",Viscosity
"{'data': '* | Viscosity ( at 25 ℃, cps ) | 95,000', 'label': [[16, 23, 'measuring_condition'], [25, 28, 'unit'], [33, 39, 'mean']]}",Viscosity
"{'data': 'OTA 480, % by weight | 25', 'label': []}",irrelevant
"{'data': 'Tg, °C ( by DSC ) | 74 <header> <Appearance> | <Clear liquid> </header>', 'label': []}",irrelevant
"{'data': 'Inhibitor: | p - Methoxyphenol, ppm', 'label': []}",irrelevant
"{'data': 'Laromer® LR 89071', 'label': []}",irrelevant
"{'data': ""Viscosity ( mPa 's 25 ℃ ) | 45"", 'label': [[12, 18, 'unit'], [19, 23, 'measuring_condition'], [28, 30, 'mean']]}",Viscosity
"{'data': 'Color ( Gardner ) | 1 max.', 'label': []}",irrelevant
"{'data': 'Color ( APHA ) | 100 Max.', 'label': []}",irrelevant
"{'data': 'Hydroxyl content | approx. 0.3 | % | DIN 53 240 / 2 <header> <Property> | < 23 Value> | <SH Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Elongation at break, % | 2', 'label': []}",irrelevant
"{'data': 'OH value ( mgKOH/g ) | 53 ~ 59 <header> <> | <> </header>', 'label': []}",irrelevant
"{'data': '玻璃化温度Glass transition temperature | 80 ℃ <header> <外观Appearance> | <透明粘稠液体Transparent viscous liquid> </header>', 'label': []}",irrelevant
"{'data': 'viscosity at 23 °C ( 73 °F ) ( ISO 3219 A ) | 2.0 – 5.0 Pa.', 'label': [[10, 28, 'measuring_condition'], [31, 41, 'method'], [46, 49, 'min'], [52, 55, 'max'], [56, 59, 'unit']]}",Viscosity
"{'data': 'Boiling point | | ~ 107 °C/ 0.3 mbar <header> <Water content ( Karl Fischer ) > | <DIN EN 13267 > | <≤ 0.05 % > </header>', 'label': []}",irrelevant
"{'data': 'AICS | listed <header> <Registration> | <Registration> </header>', 'label': []}",irrelevant
"{'data': 'Appearance | Eye | clear & clean <header> <TEST - > | <TEST METHOD> | <SALES SPECIFICATION> </header>', 'label': []}",irrelevant
"{'data': 'Functionality, NCO groups 2', 'label': []}",irrelevant
"{'data': 'Functionality, theoretical ( 4 ) | 4', 'label': [[15, 26, 'measuring_condition'], [35, 36, 'mean']]}",Functionality
"{'data': 'TYPICAL VALUES', 'label': []}",irrelevant
"{'data': 'Excellent adhesion | Viscosity ( mPa.s at 25 °C ) | 4000 - | 4000 - | 7000 <header> <Product performance> <Toughness> | <Sales specifications> <Appearance> | <> <clear> | <> <to hazy> | <> <liquid> </header>', 'label': [[33, 38, 'unit'], [39, 47, 'measuring_condition'], [52, 56, 'min'], [61, 65, 'min'], [70, 74, 'max']]}",Viscosity
"{'data': 'Characteristic data* Property | Value | Unit of measurement | Method <header> <Form supplied> <Characteristic data* Property> | <Approx. 42 % solids dispersion in water> <Value> | <Approx. 42 % solids dispersion in water> <Unit of measurement> | <Approx. 42 % solids dispersion in water> <Method> </header>', 'label': []}",header
"{'data': 'Non - Volatile ( % ) | 88.0 – 92.0', 'label': [[17, 18, 'unit'], [23, 27, 'min'], [30, 34, 'max']]}",Solid content
"{'data': 'PC | 100 / 100 <header> <> | <Performance Test> </header>', 'label': []}",irrelevant
"{'data': ' | UNIDIC® ZHU - 773 <header> <> | <UNIDIC® ZHU - 773 > </header>', 'label': []}",irrelevant
"{'data': 'Acid value ( mgKOH/g ) | 3.0 Max.', 'label': [[13, 20, 'unit'], [25, 28, 'max']]}",Acid content
"{'data': ' ( 60 ° C ) |', 'label': [[3, 9, 'measuring_condition']]}",stray
"{'data': 'Functionality | 1', 'label': [[16, 17, 'mean']]}",Functionality
"{'data': 'Viscosity @ 25 ℃ ( cps ) | 6,400', 'label': [[12, 16, 'measuring_condition'], [19, 23, 'unit'], [27, 33, 'mean']]}",Viscosity
"{'data': 'Acid value | < 15 | mg KOH/g | 2401 <header> <Property> | <Range> | <Unit> | <TM> </header>', 'label': [[15, 17, 'max'], [20, 28, 'unit'], [31, 35, 'method']]}",Acid content
"{'data': 'Appearance | Clear liquid', 'label': []}",irrelevant
"{'data': 'Inhibitor, 1000 ppm | p - Methoxyphenol', 'label': []}",irrelevant
"{'data': 'Polymer solids, & by weight : | 100', 'label': [[0, 7, 'measuring_condition'], [18, 27, 'measuring_condition'], [32, 35, 'mean']]}",Solid content
"{'data': '1. Resin Type : Aliphatic Urethane Acrylate', 'label': []}",irrelevant
"{'data': 'Functionality | 2 <header> <Description> | <Urethane Acrylate> </header>', 'label': [[16, 17, 'mean']]}",Functionality
"{'data': 'Flash point | > 100 | °C | DIN EN ISO 2719 <header> <Other data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Appearance | Clear viscous liquid <header> <Appearance> | <Clear viscous liquid> </header>', 'label': []}",irrelevant
"{'data': 'Active | 100 ％ Theoretical', 'label': []}",irrelevant
"{'data': 'Höppler viscosity at 25 °C, mPa.s | Höppler viscosity at 25 °C, mPa.s | Höppler viscosity at 25 °C, mPa.s | ± 2100', 'label': [[0, 7, 'measuring_condition'], [21, 26, 'measuring_condition'], [28, 33, 'unit'], [57, 62, 'measuring_condition'], [64, 69, 'unit'], [72, 79, 'measuring_condition'], [93, 98, 'measuring_condition'], [100, 105, 'unit'], [110, 114, 'mean']]}",Viscosity
"{'data': 'Viscosity at 25 °C ( mPa.s ) | 80 - 110', 'label': [[10, 18, 'measuring_condition'], [21, 26, 'unit'], [31, 33, 'min'], [36, 39, 'max']]}",Viscosity
"{'data': 'Specific gravity at 25 °C | 0.88 <header> <Appearance> | <Clear Liquid> </header>', 'label': []}",irrelevant
"{'data': 'Surface Tension ( dyne/cm ) | 40.6', 'label': []}",irrelevant
"{'data': '- Polymer solid % by weight | 85', 'label': [[2, 9, 'measuring_condition'], [16, 17, 'unit'], [18, 27, 'measuring_condition'], [30, 32, 'mean']]}",Solid content
"{'data': '1. Resin Type : Polyester Resin', 'label': []}",irrelevant
"{'data': 'Viscosity | 4000 - 9000 cps/ 30 ℃ | NDJ - 1 Rotating viscometer <header> <Test Item> | <Standard> | <Test Condition> </header>', 'label': [[12, 16, 'min'], [19, 23, 'max'], [24, 27, 'unit'], [29, 33, 'measuring_condition'], [36, 63, 'measuring_condition']]}",Viscosity
"{'data': 'viscosity | 150 – 500 mPa', 'label': [[12, 15, 'min'], [18, 21, 'max'], [22, 25, 'unit']]}",Viscosity
"{'data': 'Viscosity ( mPa.s at 25 °C ) | 2 – 10', 'label': [[12, 17, 'unit'], [18, 26, 'measuring_condition'], [31, 32, 'min'], [35, 37, 'max']]}",Viscosity
"{'data': 'Specific gravity | 1.007 <header> <Appearance> | <Clear liquid> </header>', 'label': []}",irrelevant
"{'data': 'Functionality | 2', 'label': [[16, 17, 'mean']]}",Functionality
"{'data': 'Viscosity @ 25 ℃ ( cps ) | 22,900', 'label': [[12, 16, 'measuring_condition'], [19, 22, 'unit'], [27, 33, 'mean']]}",Viscosity
"{'data': 'Specifications | Appearance : Light yellowish, viscous liquid Viscosity at 25 C, cps O : 170,000 ~ 240,000 Free - NCO : 0.5 max. DOUBLEMER is a trade name of Double Bond Chemical Ind. Co., Ltd <header> <> | <Aliphatic Urethane Acrylate Oligomer> </header>', 'label': [[72, 79, 'measuring_condition'], [89, 96, 'min'], [99, 106, 'max'], [81, 84, 'unit']]}",Viscosity
"{'data': 'Delivery form | - - <header> <Urethane acrylate W 2676 > | <Urethane acrylate W 2676 > </header>', 'label': []}",irrelevant
"{'data': 'Gyeonggi - Do, Korea 425 - 852 | H.P. | : + 82 - 10 - 4144 - 3498', 'label': []}",irrelevant
"{'data': 'Laromer® PE 9024 V 1 | 12 months | 12 months', 'label': []}",irrelevant
"{'data': 'Color ( APHA ) | 60 max.', 'label': []}",irrelevant
"{'data': 'TMPTA | 20 <header> <COMPONENT> | <Parts> </header>', 'label': []}",irrelevant
"{'data': 'Ester Content | 95 % min', 'label': []}",irrelevant
"{'data': '2. Appearance : | Clear', 'label': []}",irrelevant
"{'data': 'Appearance（ 25 ℃） | clean/clear', 'label': []}",irrelevant
"{'data': 'Product code: MS 14937 | | Date of issue: 25 / 02 / 2015 | Replaces: 04 / 06 / 2014 <header> <PHOSPHORIC ACID 85 % > <Product code: MS 14937 > | <PHOSPHORIC ACID 85 % > <> | <PHOSPHORIC ACID 85 % > <Date of issue: 25 / 02 / 2015 > | <PHOSPHORIC ACID 85 % > <Replaces: 04 / 06 / 2014 > </header>', 'label': []}",irrelevant
"{'data': 'Color, Pt - Co scale, max. | 001 - R | 60 <header> <SPECIFICATIONS> | <SMT ( 1 ) > | <Values> </header>', 'label': []}",irrelevant
"{'data': 'Functionality, theoretical | 2', 'label': [[29, 30, 'mean']]}",Functionality
"{'data': 'Refractive index ( nD 25 ) | 1.508', 'label': []}",irrelevant
"{'data': 'MEK Double Rubs ( # ) | > 200 | 56 | > 200 | > 200 <header> <CURED MECHANICAL PROPERTIES> <Property> | <CURED MECHANICAL PROPERTIES> <I 30 > | <CURED MECHANICAL PROPERTIES> <H 50 > | <CURED MECHANICAL PROPERTIES> <TP 50 > | <CURED MECHANICAL PROPERTIES> <TM 50 > </header>', 'label': []}",irrelevant
"{'data': 'viscosity at 23 °C ( 73 °F ) | viscosity at 23 °C ( 73 °F ) | 50 – 300 | mPa . s', 'label': [[10, 28, 'measuring_condition'], [41, 59, 'measuring_condition'], [62, 64, 'min'], [67, 70, 'max'], [73, 80, 'unit']]}",Viscosity
"{'data': 'Specification', 'label': []}",irrelevant
"{'data': 'BROOKFIELD VISCOSITY at 25 °C |', 'label': [[0, 10, 'measuring_condition'], [21, 29, 'measuring_condition']]}",Viscosity
"{'data': 'Scotch tape adhesion test by 1 mm Cross - hatch ( before test ) | ABS | 100 / 100 <header> <Test item> | <Test item> | <Result> </header>', 'label': []}",irrelevant
"{'data': 'Volatiles | water', 'label': []}",irrelevant
"{'data': 'USA ( TSCA ) | Listed <header> <Registration> <> | <Registration> <> </header>', 'label': []}",irrelevant
"{'data': 'Appearance | Clear to hazy liquid', 'label': []}",irrelevant
"{'data': 'shear rate D viscosity at 23 °C ( 73 °F ) ( ISO 3219 A ) | 100 0.5 – 2.0 | Pa. s s– 1', 'label': [[0, 12, 'measuring_condition'], [23, 41, 'measuring_condition'], [44, 54, 'method'], [59, 62, 'measuring_condition'], [63, 66, 'min'], [69, 72, 'max'], [75, 80, 'unit'], [81, 85, 'measuring_condition']]}",Viscosity
"{'data': 'UA - 684 | 0 | 40 | | <header> <Ingredient> | <Formula 1 Wt % > | <Formula 2 Wt % > | <Ingredient> | <Diluent> </header>', 'label': []}",irrelevant
"{'data': 'Functionality theoretical : | 10', 'label': [[30, 32, 'mean']]}",Functionality
"{'data': 'Telephone: ++ 32 ( 0 ) 2 334 51 11 | E - mail: tsd.radcure @ cytec.com | Web Site: www.surfacespecialties.com <header> <Surface Specialties S.A./N.V. Anderlechtstraat 33, B - 1620, Drogenbos, Belgium> <Telephone: ++ 32 ( 0 ) 2 334 51 11 > | <Surface Specialties S.A./N.V. Anderlechtstraat 33, B - 1620, Drogenbos, Belgium> <E - mail: tsd.radcure @ cytec.com> | <Surface Specialties S.A./N.V. Anderlechtstraat 33, B - 1620, Drogenbos, Belgium> <Web Site: www.surfacespecialties.com> </header>', 'label': []}",irrelevant
"{'data': '0 °C |', 'label': []}",irrelevant
"{'data': 'Functional basis ( theoretical ) | -', 'label': []}",Functionality
"{'data': 'Appearance ( 25 ℃ ) | Clear Liquid', 'label': []}",irrelevant
"{'data': 'Solid content | 82.5 %', 'label': [[16, 20, 'mean'], [21, 22, 'unit']]}",Solid content
"{'data': 'Functionality | 2.8', 'label': [[16, 19, 'mean']]}",Functionality
"{'data': 'Tg, °C ( by DSC ) | 44 | <header> <Appearance> | <Clear liquid> | <Clear liquid> </header>', 'label': []}",irrelevant
"{'data': 'Pounds per Gallon, 60 ºF ( 15.5 ℃ ) | 13.2 | 13.7 | 14.1 <header> <> | < 75 % > | < 80 % > | < 85 % > </header>', 'label': []}",irrelevant
"{'data': 'SPECIFICATIONS | SMT ( 1 ) | Values <header> <SPECIFICATIONS> | <SMT ( 1 ) > | <Values> </header>', 'label': []}",header
"{'data': 'Gyeonggi - Do, Korea 425 - 852 | H.P. | : + 82 - 10 - 4144 - 3498', 'label': []}",irrelevant
"{'data': 'Viscosity | 25 ℃ | 40000 ~ 70000 cps <header> <ltem> | <Unit> | <Spec> </header>', 'label': [[12, 16, 'measuring_condition'], [19, 24, 'min'], [27, 32, 'max'], [33, 36, 'unit']]}",Viscosity
"{'data': 'Acid number, mg KOH/g, max. | 2 <header> <SPECIFICATIONS> | <VALUE> </header>', 'label': [[13, 21, 'unit'], [30, 31, 'max']]}",Acid content
"{'data': 'Clear | DAIPLACOAT RHC - 430 Clear | 18 ~ 24 µm <header> <color> | <product name> | <average particle size> </header>', 'label': []}",irrelevant
"{'data': 'assay ( gas chromatography ) | ≥ 95 %', 'label': []}",irrelevant
"{'data': 'Stain resistance ( Marker ) | Black | Good <header> <Test item> | <Test item> | <Result> </header>', 'label': []}",irrelevant
"{'data': 'Maximum acid value ( mg KOH/g ) | 0.4', 'label': [[21, 29, 'unit'], [34, 37, 'max']]}",Acid content
"{'data': 'Viscosity ( cps at 25 ℃ ) | 12,000 ～ 18,000', 'label': [[12, 15, 'unit'], [16, 23, 'measuring_condition'], [28, 34, 'min'], [37, 43, 'max']]}",Viscosity
"{'data': 'Europe ( EINECS ) | Listed <header> <Korea ( ECL ) > | <Listed> </header>', 'label': []}",irrelevant
"{'data': '* Extremely fast cure speed |', 'label': []}",irrelevant
"{'data': 'Odour | Typical | <header> <Property> | <Value> | <Unit> </header>', 'label': []}",irrelevant
"{'data': 'Glass transition temperature, °C ( 4 ) | 49', 'label': []}",irrelevant
"{'data': 'Viscosity at 23 ℃, - 1 D = approx. 40 s | approx. 130,000 | mPa.s | DIN EN ISO 3219 /A.3 <header> <Characteristic data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[10, 39, 'measuring_condition'], [50, 57, 'mean'], [60, 65, 'unit'], [68, 83, 'method']]}",Viscosity
"{'data': ' ( ISO 2811, DIN 53217 )', 'label': []}",stray
"{'data': 'Colour ( APHA ) : | 100 max.', 'label': []}",irrelevant
"{'data': 'Characteristic Method | Method No | Spec. | Units <header> <Characteristic Method> | <Method No> | <Spec.> | <Units> </header>', 'label': []}",header
"{'data': '% NCO, max. | 091 - H | 0.2 <header> <SPECIFICATIONS> | <SMT ( 1 ) > | <Value> </header>', 'label': []}",irrelevant
"{'data': 'Color, Gardner scale, max. | 2 <header> <SPECIFICATIONS> | <VALUE> </header>', 'label': []}",irrelevant
"{'data': 'Polymer solids ( wt % ) | 70 <header> <> | <> </header>', 'label': [[0, 7, 'measuring_condition'], [17, 19, 'measuring_condition'], [20, 21, 'unit'], [26, 28, 'mean']]}",Solid content
"{'data': 'OH content ( solid resin ) | 4,5 | % <header> <Property> | <Value> | <Unit> </header>', 'label': []}",irrelevant
"{'data': 'Polymer solids, % by weight | 80', 'label': [[0, 7, 'measuring_condition'], [16, 17, 'unit'], [18, 27, 'measuring_condition'], [30, 32, 'mean']]}",Solid content
"{'data': 'Appearance | Light - yellow Liquid | <header> <Property> | <Results> | <Remark> </header>', 'label': []}",irrelevant
"{'data': 'Viscosity, cps @ 25 °C | 60', 'label': [[11, 14, 'unit'], [17, 22, 'measuring_condition'], [25, 27, 'mean']]}",Viscosity
"{'data': 'Functionality | 3', 'label': [[16, 17, 'mean']]}",Functionality
"{'data': 'Colour | < 4 | Gardner | 2017 <header> <Property> | <Range> | <Unit> | <TM> </header>', 'label': []}",irrelevant
"{'data': 'Viscosity, cps @ 60 °C | 46,500', 'label': [[11, 14, 'unit'], [17, 22, 'measuring_condition'], [25, 31, 'mean']]}",Viscosity
"{'data': 'Inhibitor ( MEHQ, ppm ) | 200 – 600', 'label': []}",irrelevant
"{'data': 'Viscosity ( cps, at 60 ℃ ) | 5,000 ± 1,500', 'label': [[12, 15, 'unit'], [20, 24, 'measuring_condition'], [37, 42, 'std'], [29, 34, 'mean']]}",Viscosity
"{'data': 'Functionality | 1 <header> <Appearance> | <Clear liquid> </header>', 'label': [[16, 17, 'mean']]}",Functionality
"{'data': 'Flash point, Setaflash, °C | > 100', 'label': []}",irrelevant
"{'data': 'Tg ( ℃ ) | 42 <header> <Product Data> <> | <Product Data> <> </header>', 'label': []}",irrelevant
"{'data': 'Specific Gravity @ 25 °C | 1.007', 'label': []}",irrelevant
"{'data': 'Acid value ( mgKOH/g ) | 0.3 Max.', 'label': [[13, 20, 'unit'], [25, 28, 'max']]}",Acid content
"{'data': 'Functionality | 6 | Theoretical <header> <Test Item> <Appearance> | <Standard> <Clear, light yellow liquid> | <Test Condition> <Visualization> </header>', 'label': [[16, 17, 'mean'], [20, 31, 'measuring_condition']]}",Functionality
"{'data': 'Appearance | Clear Liquid', 'label': []}",irrelevant
"{'data': 'Density, g/cm 3 | 1.18', 'label': []}",irrelevant
"{'data': 'MW | <header> <> | <Urethane acrylate> </header>', 'label': []}",irrelevant
"{'data': 'Solid content ( 1 h/ 125 ℃ ) : | 35 ± 2 %', 'label': [[16, 26, 'measuring_condition'], [33, 35, 'mean'], [38, 39, 'std'], [40, 41, 'unit']]}",Solid content
"{'data': 'Maximum acid value ( mg KOH/g ) | 10', 'label': [[21, 29, 'unit'], [34, 36, 'max']]}",Acid content
"{'data': 'Viscosity ( cps at 25 ℃ ) | 5 – 15 <header> <Appearance ( 25 ℃ ) > | <Clear Liquid> </header>', 'label': [[12, 15, 'unit'], [16, 23, 'measuring_condition'], [28, 29, 'min'], [32, 34, 'max']]}",Viscosity
"{'data': 'Tg ( DMA ) = > 100 °C ; Peak tan delta ; cured with 1 phr of Omnirad™ 481 | Tg ( DMA ) = > 100 °C ; Peak tan delta ; cured with 1 phr of Omnirad™ 481 | Tg ( DMA ) = > 100 °C ; Peak tan delta ; cured with 1 phr of Omnirad™ 481 | Tg ( DMA ) = > 100 °C ; Peak tan delta ; cured with 1 phr of Omnirad™ 481 | Tg ( DMA ) = > 100 °C ; Peak tan delta ; cured with 1 phr of Omnirad™ 481 <header> <CURED MECHANICAL PROPERTIES> <Property> | <CURED MECHANICAL PROPERTIES> <I 30 > | <CURED MECHANICAL PROPERTIES> <H 50 > | <CURED MECHANICAL PROPERTIES> <TP 50 > | <CURED MECHANICAL PROPERTIES> <TM 50 > </header>', 'label': []}",irrelevant
"{'data': 'Laromer® LR 90041', 'label': []}",irrelevant
"{'data': 'Density | 1.1', 'label': []}",irrelevant
"{'data': 'Viscosity ( cps ) | KC U - 8036 7500 - 15000', 'label': [[12, 15, 'unit'], [20, 31, 'method'], [32, 36, 'min'], [39, 44, 'max']]}",Viscosity
"{'data': 'Tensile strength, psi ( MPa ) | 5800 ( 21 )', 'label': []}",irrelevant
"{'data': 'Solid content | % | 80 % <header> <ltem> | <Unit> | <Spec> </header>', 'label': [[16, 17, 'unit'], [20, 22, 'mean'], [23, 24, 'unit']]}",Solid content
"{'data': 'Appearance | BCM 060 | Amber viscous liquid <header> <Appearance> | <BCM 060 > | <Amber viscous liquid> </header>', 'label': []}",irrelevant
"{'data': '% NCO | 0 %', 'label': []}",irrelevant
"{'data': 'Colour, | 2 max.', 'label': []}",irrelevant
"{'data': 'Maximum acid value ( mg KOH/g ) | 0.4', 'label': [[21, 29, 'unit'], [34, 37, 'max']]}",Acid content
"{'data': 'non - volatile matter ( DIN EN ISO 3251, 1 g, 140 °C [ 284 °F ] , 30 min. ) | non - volatile matter ( DIN EN ISO 3251, 1 g, 140 °C [ 284 °F ] , 30 min. ) | 43 – 47 %', 'label': [[24, 39, 'method'], [41, 75, 'measuring_condition'], [102, 117, 'method'], [156, 158, 'min'], [161, 163, 'max'], [164, 165, 'unit'], [119, 151, 'measuring_condition']]}",Solid content
"{'data': 'Appearance | Liquid', 'label': []}",irrelevant
"{'data': '色数Chromatic number（Fe - Co） | ≤ 1', 'label': []}",irrelevant
"{'data': 'Molecular weight, theoretical | 500', 'label': []}",irrelevant
"{'data': 'shear rate D | 100 s– 1 <header> <Laromer® LR 87651 > | < 12 months> </header>', 'label': []}",irrelevant
"{'data': 'Colour ( Gardner ) | < 2', 'label': []}",irrelevant
"{'data': 'TYPICAL PHYSICAL PROPERTIES | <header> <SPECIFICATIONS ( 3 ) > | <Value> </header>', 'label': []}",irrelevant
"{'data': 'Colour ( Gardner ) | < 2 <header> <Appearance> | <Clear to hazy> </header>', 'label': []}",irrelevant
"{'data': 'TYPICAL PHYSICAL PROPERTIES | <header> <SPECIFICATIONS ( 1 ) > | <VALUE> </header>', 'label': []}",irrelevant
"{'data': 'Viscosity @ 25 °C, mPa·s | Viscosity @ 25 °C, mPa·s | 385 | 392 <header> <Coatings for PVC> | <Coatings for PVC> | <A> | <B> </header>', 'label': [[12, 17, 'measuring_condition'], [19, 24, 'unit'], [39, 44, 'measuring_condition'], [46, 51, 'unit'], [54, 57, 'mean'], [60, 63, 'mean']]}",Viscosity
"{'data': 'Appearance | Clear liquid | <header> <Property> | <Range> | <Unit> </header>', 'label': []}",irrelevant
"{'data': 'Solid content | % | above 98 % <header> <ltem> | <Unit> | <Spec> </header>', 'label': [[16, 17, 'unit'], [26, 28, 'min'], [29, 30, 'unit']]}",Solid content
"{'data': 'Polymer solids ( % by weight ) : | 100', 'label': [[0, 7, 'measuring_condition'], [17, 18, 'unit'], [19, 28, 'measuring_condition'], [35, 38, 'mean']]}",Solid content
"{'data': 'Color ( APHA ) | 200 MAX', 'label': []}",irrelevant
"{'data': 'Water content ( % ) | < 0.2', 'label': []}",irrelevant
"{'data': 'Density, g/㎤ | 1.1', 'label': []}",irrelevant
"{'data': 'Acid value,mgKOH/g | ≤ 1', 'label': [[11, 18, 'unit'], [23, 24, 'max']]}",Acid content
"{'data': 'Subject | Criteria <header> <Subject> | <Criteria> </header>', 'label': []}",irrelevant
"{'data': 'Article | UV 7424 <header> <Article> <Product name> <Quality Index> <Appearance> <color> <Viscosity ( mpa.s/ 25 ℃ ) > <Acid Value> <Functionalities> <Features: good pigment wetting property、good adhesion> <DG - UV Characteristics> <Received Widely used for planography inks、screen inks、metallic decorative> <inks、paper polish，woodenware primer and topcoat，metal and plastic UV topcoat.> <Storage conditions> < 1 、 keep away form sunshine, cover it with heat insulting materials when kept outdoors.> < 2 、 Avoid water into the container Rinse it when it leaks. 3 、 Shelf life is 6 months at ambient temperature. 4 、 Slight corrosion to skin, when contacted with it ,skin should be washed with water.> <Packing> | <UV 7424 > <Phosphoric Phosphoric Phosphoric hosphoric Acid Modified Modified Modified odified Acrylate Acrylate Acrylate crylate> <Quality Index> <fuscous yellow viscous liquid> < 2011 ≤ 8 ( Fe/co ) > < 1400 - 6500 > <OCT 270 - 350 ( mgKOH/g ) > < 14 th 2 > <Features: good pigment wetting property、good adhesion> <DG - UV Characteristics> <Received Widely used for planography inks、screen inks、metallic decorative> <inks、paper polish，woodenware primer and topcoat，metal and plastic UV topcoat.> <Storage conditions> < 1 、 keep away form sunshine, cover it with heat insulting materials when kept outdoors.> < 2 、 Avoid water into the container Rinse it when it leaks. 3 、 Shelf life is 6 months at ambient temperature. 4 、 Slight corrosion to skin, when contacted with it ,skin should be washed with water.> < 200 KG/steel drum> </header>', 'label': []}",irrelevant
"{'data': 'Appearance | Clear Liquid', 'label': []}",irrelevant
"{'data': 'SALES SPECIFICATION SALES SPECIFICATION Property Property Value Unit Test method Test method Test method | SALES SPECIFICATION SALES SPECIFICATION Property Property Value Unit Test method Test method Test method | SALES SPECIFICATION SALES SPECIFICATION Property Property Value Unit Test method Test method Test method | SALES SPECIFICATION SALES SPECIFICATION Property Property Value Unit Test method Test method Test method <header> <SALES SPECIFICATION SALES SPECIFICATION Property Property Value Unit Test method Test method Test method> | <SALES SPECIFICATION SALES SPECIFICATION Property Property Value Unit Test method Test method Test method> | <SALES SPECIFICATION SALES SPECIFICATION Property Property Value Unit Test method Test method Test method> | <SALES SPECIFICATION SALES SPECIFICATION Property Property Value Unit Test method Test method Test method> </header>', 'label': []}",irrelevant
"{'data': 'Shrinkage Factor | - | Electronic Densimeter ( % ) <header> <> | <CHTU - 3596 > | <Test Method> </header>', 'label': []}",irrelevant
"{'data': 'Low viscosity | Maximum colour ( Pt/co ) | 60 <header> <Product performance> | <Sales specifications> | <> </header>', 'label': [[0, 3, 'measuring_condition'], [43, 45, 'mean']]}",Viscosity
"{'data': 'Appearance | Clear Liquid', 'label': []}",irrelevant
"{'data': 'Specific Gravity ( 25 ℃ ) |', 'label': []}",irrelevant
"{'data': 'Performance | - Good yellowing resistance - Excellent pigment wettability - Good adhesion in different base material and stability after adding the color.', 'label': []}",irrelevant
"{'data': 'Viscosity @ 60 °C, cps | 15,000', 'label': [[12, 17, 'measuring_condition'], [19, 23, 'unit'], [25, 32, 'mean']]}",Viscosity
"{'data': 'Solvent | - | - <header> <ltem> | <Unit> | <Spec> </header>', 'label': []}",irrelevant
"{'data': 'The graph shows the viscosity reduction of Ebecryl® 1290 as a function of the concentration of different monomers.', 'label': []}",irrelevant
"{'data': 'Acrylate Functionality ( theoretical ) | 2 <header> <TYPICAL VALUES> <Appearance> | <TYPICAL VALUES> <Clear liquid> </header>', 'label': [[41, 42, 'mean'], [0, 8, 'measuring_condition']]}",Functionality
"{'data': 'pH value ( DIN ISO 976 ) | 4 – 6', 'label': [[11, 22, 'method'], [27, 28, 'min'], [31, 32, 'max']]}",pH
"{'data': 'hemton | CHTU - 2518 M', 'label': []}",irrelevant
"{'data': 'Color ( APHA ) : | 200', 'label': []}",irrelevant
"{'data': 'Hydroxyl Number | £ 10 mg KOH/g', 'label': []}",irrelevant
"{'data': 'PE 56 F', 'label': []}",irrelevant
"{'data': 'max. | <header> <Appearance> | <Clear pale yellow> </header>', 'label': []}",irrelevant
"{'data': 'SUGGESTED APPLICATIONS | Molecular Weight | 212 <header> <bone> | <Functionality> <JS Appearance> | < 1 > <Clear liquid> </header>', 'label': []}",irrelevant
"{'data': 'Specification', 'label': []}",irrelevant
"{'data': 'value ( mgKOH/g ) | ≤ 2', 'label': []}",irrelevant
"{'data': 'pH - value: | 7.5 – 8.5', 'label': [[14, 17, 'min'], [20, 23, 'max']]}",pH
"{'data': 'TYPICAL VALUES', 'label': []}",irrelevant
"{'data': 'Color ( Gardner ) | 1 max.', 'label': []}",irrelevant
"{'data': 'Color ( APHA ) | 100 Max.', 'label': []}",irrelevant
"{'data': 'Colour, Gardner | max. 4', 'label': []}",irrelevant
"{'data': 'DIN EN ISO 3251', 'label': []}",irrelevant
"{'data': 'Shrinkage Factor | ㅡ | Electronic Densimeter ( % ) <header> <> | <KCW - 9001 > | <Test Method> </header>', 'label': []}",irrelevant
"{'data': 'TYPICAL CURED PROPERTIES | <header> <SPECIFICATIONS> | <VALUE> </header>', 'label': []}",irrelevant
"{'data': 'Functionality | 15', 'label': [[16, 18, 'mean']]}",Functionality
"{'data': 'Molecular weight | 208 ~', 'label': []}",irrelevant
"{'data': 'Maximum colour ( ISO 6271, on Platinum - Cobalt - scale ) | 50', 'label': []}",irrelevant
"{'data': 'Elongation ( % ) 1 ) | N/A', 'label': []}",irrelevant
