text,label
"{'data': 'Form supplied | approx. 45 % in water/solvent naphtha 100 / 2 - butoxyethanol, neutralized with dimethylethanolamine, approx. 45.6 : 4 : 4 : 1.4. <header> <Type> | <Water - reducible, hydroxyfunctional polyacrylic dispersion.> </header>', 'label': [[24, 145, 'qualitative_value']]}",Solvent type
"{'data': 'Not continually determined:', 'label': []}",irrelevant
"{'data': 'OH content ( % , on solids ) | 1.0 | Solid fraction <header> <Parameter index> | <AQUAPUD - 8112 > | <Detection method> </header>', 'label': [[13, 14, 'unit'], [17, 26, 'measuring_condition'], [31, 34, 'mean'], [37, 51, 'measuring_condition']]}",Hydroxyl value
"{'data': 'VOC EU ( g/l ) | 110', 'label': []}",irrelevant
"{'data': 'Form supplied | Approx. 35 % in water, neutralized with N - ethyl diisopropylamine ( bound as a', 'label': [[32, 37, 'qualitative_value']]}",Solvent type
"{'data': 'Other data* Property Value | Other data* Property Value | Unit of measurement | Method <header> <Other data* Property Value> | <Other data* Property Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'Solution Viscosity Specification Values 20 % Total Solids in MEK | Solution Viscosity Specification Values 20 % Total Solids in MEK', 'label': []}",irrelevant
"{'data': 'Mean particle size | approx. 60 | nm | photon correlation spectroscopy <header> <Other data* Property Value Unit of measurement Method> | <Other data* Property Value Unit of measurement Method> | <Other data* Property Value Unit of measurement Method> | <Other data* Property Value Unit of measurement Method> </header>', 'label': [[39, 70, 'measuring_condition'], [34, 36, 'unit'], [29, 31, 'mean'], [0, 4, 'measuring_condition']]}",Particle size
"{'data': 'Hydroxyl content ( solvent free, calculated ) | approx. 3.9 | % | <header> <Other data** Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[56, 59, 'mean'], [62, 63, 'unit']]}",Hydroxyl value
"{'data': 'Manufacturer | DOW', 'label': []}",irrelevant
"{'data': '1,2 - benzisothiazolin - 3 - one ( BIT ) | ± 0.010 | % <header> <Preservative GAP 0222 > | <Value> | <Unit> </header>', 'label': []}",irrelevant
"{'data': 'Specification', 'label': []}",irrelevant
"{'data': 'Contamination ( powders ) | incubation at | | | | | <header> <Specification of the supplier> <Test> | <Specification of the supplier> <Method> | <Specification of the supplier> <Units> | <Specification of the supplier> <Average value> | <Specification of the supplier> <Lower limit> | <Specification of the supplier> <Upper limit> | <Specification of the supplier> <Remarks> </header>', 'label': []}",irrelevant
"{'data': 'Density at 23 °C | approx. 1.1 | g/cm 3 | DIN EN ISO 2811 <header> <Other data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Delivery form: 33 % solids in water.', 'label': [[30, 35, 'qualitative_value']]}",multi
"{'data': 'Viscosity | mPas | 500 - 1500 | ISO 1652, Brookfield RVT Spindle 2 / 20 rpm/factor 20 at 20 °C <header> <Specification:> | <> | <> | <According to:> </header>', 'label': []}",irrelevant
"{'data': ' | | | <header> <> <Specification Property> | <> <Value> | <> <Unit of measurement> | <> <Method> </header>', 'label': []}",irrelevant
"{'data': 'Jonwax® 26 | 29.30 | 3.58 <header> <MATERIALS> | <POUNDS> | <SH GALLONS> </header>', 'label': []}",irrelevant
"{'data': 'pH at 25 °C | 7 – 9', 'label': [[6, 11, 'measuring_condition'], [14, 15, 'min'], [18, 19, 'max']]}",pH
"{'data': 'Minimum film forming temperature ( MFT ) | 0 | 0 | °C | DIN ISO 2115 <header> <Other data* Property> | <Value Unit of measurement> | <Value Unit of measurement> | <Value Unit of measurement> | <Method> </header>', 'label': [[43, 44, 'mean'], [47, 48, 'mean'], [51, 53, 'unit'], [56, 68, 'method']]}",Minimum film forming temperature
"{'data': 'Free MMA by GC 999 | Free MMA by GC 999 | | 254 | ppm | | | | B | ADSAM 111 <header> <LOWER LIMIT> | <UPPER LIMIT> | <NOMINAL VALUE> | <ACTUAL VALUE> | <UNIT> | <EXPANDED UNCERT.> | <NO REPS> <STD DEV> | <ANALYTICAL> <PHASE> | <ANALYTICAL> <FREQ> | <ANALYTICAL> <METHOD> </header>', 'label': []}",irrelevant
"{'data': 'pH - Value | DIN ISO 976', 'label': []}",irrelevant
"{'data': 'Density | ： 1.09 ± 0.01 g/cm³ <header> <Appearance> | <： Pale yellow transparent liquid> </header>', 'label': []}",irrelevant
"{'data': '2 - butoxyethanol | 4', 'label': [[0, 17, 'qualitative_value']]}",Solvent type
"{'data': 'DENSITY | 8.8 lbs/gal | TENSILE STRENGTH 8000 psi <header> <PHYSICAL PROPERTIES> | <PHYSICAL PROPERTIES> | <TENSILE PROPERTIES> </header>', 'label': []}",irrelevant
"{'data': 'Solids content | % | 39.0 - 41.0 | ISO 3251 0.5 g weighed quantity at 105 °C <header> <Specification:> | <> | <> | <According to:> </header>', 'label': [[17, 18, 'unit'], [21, 25, 'min'], [28, 32, 'max'], [35, 43, 'method'], [44, 76, 'measuring_condition']]}",Solid content
"{'data': 'Visc. Brookfield 25 C | 50 - 200 | mPa.s | 0020 <header> <Property> | <Range> | <Unit> | <GAP> </header>', 'label': []}",irrelevant
"{'data': 'Flash Point | None', 'label': []}",irrelevant
"{'data': 'Specification Property Value Unit of measurement Method | Specification Property Value Unit of measurement Method | Specification Property Value Unit of measurement Method | Specification Property Value Unit of measurement Method <header> <Specification Property Value Unit of measurement Method> | <Specification Property Value Unit of measurement Method> | <Specification Property Value Unit of measurement Method> | <Specification Property Value Unit of measurement Method> </header>', 'label': []}",header
"{'data': 'Viscosity（ 25 ℃ /CPS）： | 100 - 2200', 'label': []}",irrelevant
"{'data': 'pH ( 1 : 3 in demineralised water ) | 7.5 - 9.5 | | DIN ISO 976 <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[5, 33, 'measuring_condition'], [38, 41, 'min'], [44, 47, 'max'], [52, 63, 'method']]}",pH
"{'data': 'Mean particle size | 20 - 80 | nm | photon correlation spectroscopy <header> <Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[0, 4, 'measuring_condition'], [21, 23, 'min'], [26, 28, 'max'], [31, 33, 'unit']]}",Particle size
"{'data': 'pH | 7.0 - 9.0 | | GB 6920 - 1986 <header> <Property> | <Value> | <Unit> | <Method> </header>', 'label': [[5, 8, 'min'], [11, 14, 'max'], [19, 33, 'method']]}",pH
"{'data': 'Color ( APHA ) | ≤ 100', 'label': []}",irrelevant
"{'data': 'Non - volatile content ( 1 g / 1 h / 125 °C ) | 34 - 36 | % | DIN EN ISO 3251 <header> <Characteristic data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[25, 43, 'measuring_condition'], [62, 77, 'method'], [58, 59, 'unit'], [48, 50, 'min'], [53, 55, 'max']]}",Solid content
"{'data': 'Specification Property | Value | Unit of measurement | Method <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': '■Membrane appearance | All transparent and colorless', 'label': [[23, 52, 'qualitative_value']]}",Color
"{'data': 'Non - Volatile Matter DIN EN ISO 3251 |', 'label': [[22, 37, 'method']]}",Solid content
"{'data': 'Solids : | 37.0 - 39.0 % 1 150 °C )', 'label': [[11, 15, 'min'], [18, 22, 'max'], [23, 24, 'unit'], [27, 33, 'measuring_condition']]}",Solid content
"{'data': 'OH content ( calculated on solid resin ) | approx. 3.3 | % | <header> <Property> | <Value> | <Unit of measurement 11 AM. NUL> | <Method> </header>', 'label': [[13, 38, 'measuring_condition'], [51, 54, 'mean'], [57, 58, 'unit']]}",Hydroxyl value
"{'data': '* STM: Nuplex Resins method of determination ( available on request ) | * STM: Nuplex Resins method of determination ( available on request ) | * STM: Nuplex Resins method of determination ( available on request ) | * STM: Nuplex Resins method of determination ( available on request ) | * STM: Nuplex Resins method of determination ( available on request ) | | <header> <Property> | <> | <> | <Value> | <Unit> | <Method STM*> | <ISO> </header>', 'label': []}",irrelevant
"{'data': 'Appearance | milky, cloudy | | <header> <Other data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[13, 26, 'qualitative_value']]}",Color
"{'data': 'Colour / Appearance VLN 250 colour', 'label': []}",Color
"{'data': 'Other data* Property | Value | Unit of measurement Method | Unit of measurement Method <header> <Other data* Property> | <Value> | <Unit of measurement Method> | <Unit of measurement Method> </header>', 'label': []}",header
"{'data': 'Other data** Property | Value | Unit of measurement | Method <header> <Other data** Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'Iconicity | Anionic', 'label': []}",irrelevant
"{'data': 'Modulus, psi | Modulus, psi | Elongation, % | 550', 'label': []}",irrelevant
"{'data': 'Received Minimum film forming temperature ( MFT ) | 21 | °C | DIN ISO 2115 ( 1 h ) <header> <Other data* Property> | < 6 Value RMFI> | <TP ( SP ) Unit of measurement> | <Method> </header>', 'label': [[52, 54, 'mean'], [57, 59, 'unit'], [62, 74, 'method']]}",Minimum film forming temperature
"{'data': 'Other data* Property | Value | Unit of measurement | Method <header> <Other data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'SOLIDS | 34 % | APPEARANCE | Translucent <header> <TYPICAL PHYSICAL PROPERTIES* DG ( WOOD ) > <SOLIDS> | <TYPICAL PHYSICAL PROPERTIES* DG ( WOOD ) > < 34 % > | <TYPICAL PHYSICAL PROPERTIES* DG ( WOOD ) > <APPEARANCE> | <TYPICAL PHYSICAL PROPERTIES* DG ( WOOD ) > <Translucent> </header>', 'label': [[9, 11, 'mean'], [12, 13, 'unit'], [29, 40, 'qualitative_value']]}",multi
"{'data': 'PROPERTIES', 'label': []}",irrelevant
"{'data': 'N - butyl - 1,2 - benzisothiazoline - 3 - one ( nBIT ) | N - butyl - 1,2 - benzisothiazoline - 3 - one ( nBIT ) | ± 0.024 | % <header> <Property> | <Value> | <Unit> | <GAP> </header>', 'label': []}",irrelevant
"{'data': 'Non - volatile content ( 0.9 - 1.1 g/ 1 h / 125 °C ) | 40 ± 1 | % | DIN EN ISO 3251 <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[25, 50, 'measuring_condition'], [68, 83, 'method'], [55, 57, 'mean'], [60, 61, 'std'], [64, 65, 'unit']]}",Solid content
"{'data': 'Non - volatile ( % ) | 40 ± 1', 'label': [[17, 18, 'unit'], [23, 25, 'mean'], [28, 29, 'std']]}",Solid content
"{'data': 'MFFT（℃ | ） | 0', 'label': [[5, 6, 'unit'], [13, 14, 'mean']]}",Minimum film forming temperature
"{'data': 'Appearance | Milky white liquid', 'label': []}",irrelevant
"{'data': 'CMIT/MIT ( 3 : 1 ) ( casno. 55965 - 84 - 9 ) | 0.0014 | % | 0222 <header> <Property> | <Range> | <Unit> | <TM> </header>', 'label': []}",irrelevant
"{'data': 'Other data* Property | Value | Unit of measurement | Method <header> <Other data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'Solid content（ 1 h/ 125 ℃） | ： 38 ± 2', 'label': [[15, 25, 'measuring_condition'], [31, 33, 'mean'], [36, 37, 'std']]}",Solid content
"{'data': 'Percent Solids, Volume | 27 approx.', 'label': [[0, 7, 'unit'], [16, 22, 'measuring_condition'], [25, 27, 'mean']]}",Solid content
"{'data': 'Recommended uses | : High durability interior wood coating. | : High durability interior wood coating. <header> <> <PU Acrylic Dispersion> | < 980 - 0155 Date :> <PU Acrylic Dispersion> | < 980 - 0155 Date :> <PU Acrylic Dispersion> </header>', 'label': []}",irrelevant
"{'data': 'Percent Solids, Weight | 29 – 31', 'label': [[0, 7, 'unit'], [16, 22, 'measuring_condition'], [25, 27, 'min'], [30, 32, 'max']]}",Solid content
"{'data': 'Free monomer content : | Less than 0.05 % by weight', 'label': []}",irrelevant
"{'data': 'Solids, % by Weight | 35', 'label': [[8, 9, 'unit'], [10, 19, 'measuring_condition'], [22, 24, 'mean']]}",Solid content
"{'data': 'VOC Level ( As Supplied ) |', 'label': []}",irrelevant
"{'data': 'Efflux time at 23 °C, 4 mm cup | 12 - 60 | s | AFAM 2008 / 10503 <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': ' [ mg KOH/g ] 105', 'label': []}",irrelevant
"{'data': 'Specification', 'label': []}",irrelevant
"{'data': 'approx. 1.06 | DIN 51757', 'label': []}",irrelevant
"{'data': 'Density： （g/cm³/ 20 ℃）： | 1.05', 'label': []}",irrelevant
"{'data': 'Appearance | Emulsion <header> <SPECIFICATIONS> | <VALUES> </header>', 'label': [[13, 21, 'qualitative_value']]}",Color
"{'data': 'Specification', 'label': []}",irrelevant
"{'data': 'Uses | Binder for the formulation of water - thinnable soft - feel coatings', 'label': []}",irrelevant
"{'data': 'Specific Gravity ( A ) | ISO 2781 | g/cm 3 | 1.20 <header> <PHYSICAL PROPERTIES> | <TEST METHOD> | <UNIT> | <VALUE> </header>', 'label': []}",irrelevant
"{'data': 'Viscosity 15 - 200 at 23 °C ( spindle L 2 / 30 rpm ) | Viscosity 15 - 200 at 23 °C ( spindle L 2 / 30 rpm ) | Viscosity 15 - 200 at 23 °C ( spindle L 2 / 30 rpm ) | Viscosity 15 - 200 at 23 °C ( spindle L 2 / 30 rpm ) | mPa∙s | <header> <Form supplied Form supplied is a milky white dispersion in water.> <Characteristic data Property Value> | <Form supplied Form supplied is a milky white dispersion in water.> <Characteristic data Property Value> | <Form supplied Form supplied is a milky white dispersion in water.> <Characteristic data Property Value> | <Form supplied Form supplied is a milky white dispersion in water.> <Characteristic data Property Value> | <Form supplied Form supplied is a milky white dispersion in water.> <Unit of measurement> | <Form supplied Form supplied is a milky white dispersion in water.> <Method> </header>', 'label': []}",irrelevant
"{'data': ' | Efficient content | ≥ 99.9 <header> <Specifications> | <Functional basis ( theoretical ) > | < 2 > </header>', 'label': []}",irrelevant
"{'data': 'density | [ g/cm³ ] | 1,04', 'label': []}",irrelevant
"{'data': 'Solid content（ 1 h/ 125 ℃）： | 45 ± 1 %', 'label': [[15, 25, 'measuring_condition'], [30, 32, 'mean'], [35, 36, 'std'], [37, 38, 'unit']]}",Solid content
"{'data': 'Dry Time, hr:min | | Mandrel Bend, 1 / 8 "" | Pass <header> <Dry Time, hr:min> | <> | <Mandrel Bend, 1 / 8 ""> | <Pass> </header>', 'label': []}",irrelevant
"{'data': 'APPEARANCE | Opaque', 'label': []}",irrelevant
"{'data': 'pounds/gallon | 2.86', 'label': []}",irrelevant
"{'data': 'Specification: | |', 'label': []}",irrelevant
"{'data': 'Free monomer content : | Less than 0.05 % by weight | Less than 0.05 % by weight | Less than 0.05 % by weight <header> <Acrylic Copolymer Emulsion> | < 980 - 410 Date :> | < 980 - 410 Date :> | < 980 - 410 Date :> </header>', 'label': []}",irrelevant
"{'data': 'Solids : | 37.0 - 39.0 % ( 1 gm, 1 hours at 150 °C ) | 37.0 - 39.0 % ( 1 gm, 1 hours at 150 °C ) | 37.0 - 39.0 % ( 1 gm, 1 hours at 150 °C )', 'label': [[27, 50, 'measuring_condition'], [71, 94, 'measuring_condition'], [115, 138, 'measuring_condition'], [11, 15, 'min'], [18, 22, 'max'], [23, 24, 'unit'], [55, 59, 'min'], [62, 66, 'max'], [67, 68, 'unit'], [99, 103, 'min'], [106, 110, 'max'], [111, 112, 'unit']]}",Solid content
"{'data': 'Non - volatile content ( 1 g/ 1 h/ 125 °C ) | 39 - 41 | % | DIN EN ISO 3251 <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[25, 41, 'measuring_condition'], [46, 48, 'min'], [51, 53, 'max'], [56, 57, 'unit'], [60, 75, 'method']]}",Solid content
"{'data': 'Other data* Property | Value | Unit of measurement | Method <header> <Other data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'pH Value | 6.5 ～ 8.5 <header> <Appearance ( 25 °C ) > | <Milky - white> </header>', 'label': [[11, 14, 'min'], [17, 20, 'max']]}",pH
"{'data': 'pH | 7.6 – 8.5 | | 0016 <header> <Property> | <Range> | <Unit> | <GAP> </header>', 'label': [[5, 8, 'min'], [11, 14, 'max'], [19, 23, 'method']]}",pH
"{'data': 'pH | 7.6 – 8.5 | | 0016 <header> <Property> | <Range> | <Unit> | <GAP> </header>', 'label': [[5, 8, 'min'], [11, 14, 'max'], [19, 23, 'method']]}",pH
"{'data': 'SDM: | Nuplex Resins methods of determination ( available on request )', 'label': []}",irrelevant
"{'data': 'Further typical data*: | |', 'label': []}",irrelevant
"{'data': 'Free monomer content | Less than 0.05 % by weight', 'label': []}",irrelevant
"{'data': 'Viscosity | 0.5 1.5 | poise, ICI Rotothinner <header> <> <PU Acrylic Dispersion> | < 980 - 0155 Date :> <PU Acrylic Dispersion> | < 980 - 0155 Date :> <PU Acrylic Dispersion> </header>', 'label': []}",irrelevant
"{'data': 'Viscosity at 23 °C, approx. D = 82 s - 1 | 200 - 2,000 | mPa·s | DIN EN ISO 3219 /A.3 <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Solids ( w/w % ) | 32.0', 'label': [[9, 12, 'measuring_condition'], [13, 14, 'unit'], [19, 23, 'mean']]}",Solid content
"{'data': 'Premix Next Two Items: | 18 RMFI JP ( WOOD ) | <header> <MATERIALS> | <POUNDS> | <SH GALLONS> </header>', 'label': []}",irrelevant
"{'data': 'Other data* Property Value | Other data* Property Value | Unit of measurement | Method <header> <Other data* Property Value> | <Other data* Property Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'Foamex® 805 | 0.17 | Tego Chemie <header> <> | <Parts> | <Supplier> </header>', 'label': []}",irrelevant
"{'data': 'Freeze/thaw stability | Passes 3 cycles <header> <Typical Properties> | <______________________________________________________________________ 2010 > </header>', 'label': []}",irrelevant
"{'data': 'pH - value | | 7.0 - 8.0 | ISO 976 <header> <Specification:> | <> | <> | <According to:> </header>', 'label': [[15, 18, 'min'], [21, 24, 'max'], [27, 34, 'method']]}",pH
"{'data': 'Other data** Property Value Unit of measurement Method | Other data** Property Value Unit of measurement Method | Other data** Property Value Unit of measurement Method | Other data** Property Value Unit of measurement Method <header> <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> </header>', 'label': []}",irrelevant
"{'data': 'Blocking Temperature ( °C ) | 170', 'label': []}",irrelevant
"{'data': 'Polymer : | Polyurethane acrylic', 'label': []}",irrelevant
"{'data': 'Type | Aliphatic anionic polyurethane dispersion <header> <Type> | <Aliphatic anionic polyurethane dispersion> </header>', 'label': []}",irrelevant
"{'data': 'Hydroxyl content solid resin ( calculated ) | approx. 5.0 | % | <header> <Other data* Property Value Unit of measurement Method> | <Other data* Property Value Unit of measurement Method> | <Other data* Property Value Unit of measurement Method> | <Other data* Property Value Unit of measurement Method> </header>', 'label': [[54, 57, 'mean'], [60, 61, 'unit']]}",Hydroxyl value
"{'data': 'Non - Volatile Matter | DIN EN ISO 3251', 'label': [[24, 39, 'method']]}",Solid content
"{'data': 'PH | 8.0 ~ 10.0 | PH meter, diluted by resin /deionized Water = 1 / 4 <header> <Parameter index> | <AQUAPUD - 8112 > | <Detection method> </header>', 'label': [[5, 8, 'min'], [11, 15, 'max'], [18, 69, 'measuring_condition']]}",pH
"{'data': 'Acid value | approx. 12 | mg KOH/g | DIN EN ISO 2114 <header> <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> </header>', 'label': []}",irrelevant
"{'data': 'Not continually determined:', 'label': []}",irrelevant
"{'data': 'Tensile stress at | | | <header> <PHYSICAL PROPERTIES> | <TEST METHOD> | <UNIT> | <VALUE> </header>', 'label': []}",irrelevant
"{'data': 'Tear Strength ( B ) | ISO 34 - 1 B | kN/m | 75 <header> <PHYSICAL PROPERTIES> | <TEST METHOD> | <UNIT> | <VALUE> </header>', 'label': []}",irrelevant
"{'data': 'Property | Value | Units | Method <header> <Property> | <Value> | <Units> | <Method> </header>', 'label': []}",header
"{'data': 'SOFTENING POINT | 345 ºF', 'label': []}",irrelevant
"{'data': 'Flash Point ( CCCFP ) ASTM D 6450', 'label': []}",irrelevant
"{'data': 'PERFORMANCE HIGHLIGHTS | PERFORMANCE HIGHLIGHTS', 'label': []}",irrelevant
"{'data': 'pH | 7.8 <header> <Appearance> | <Translucent> </header>', 'label': [[5, 8, 'mean']]}",pH
"{'data': 'Macro polyol | Macro polyol | Ether - base | Ester - base | Carbonate - base | Carbonate - base | Ester - base <header> <Macro polyol> | <Macro polyol> | <Ether - base> | <Ester - base> | <Carbonate - base> | <Carbonate - base> | <Ester - base> </header>', 'label': []}",irrelevant
"{'data': 'Appearance of supply form | milky, cloudy | | <header> <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> </header>', 'label': [[28, 41, 'qualitative_value']]}",Color
"{'data': 'Non - volatile ( % ) | 45 ± 1', 'label': [[17, 18, 'unit'], [23, 25, 'mean'], [28, 29, 'std']]}",Solid content
"{'data': 'König hardness | 30 "" <header> <Appearance> | <Amber colored dispersion Aliphatic polyurethane> </header>', 'label': []}",irrelevant
"{'data': 'Visc. Brookfield 25 C O | 60 - 150 | mPa.s | 0020 <header> <Property> | <Range> | <Unit> | <GAP> </header>', 'label': []}",irrelevant
"{'data': 'SPECIFICATION', 'label': []}",irrelevant
"{'data': 'Total solids, by weight, % | 34.0 <header> <Appearance> | <Amber colored dispersion Aliphatic polyurethane> </header>', 'label': [[14, 24, 'measuring_condition'], [25, 26, 'unit'], [29, 33, 'mean']]}",Solid content
"{'data': 'Non - volatile content ( 1 g/ 1 h/ 125 °C ) | 51.5 - 54.5 | % | DIN EN ISO 3251 <header> <Characteristic data* Property Value Unit of measurement Method> | <Characteristic data* Property Value Unit of measurement Method> | <Characteristic data* Property Value Unit of measurement Method> | <Characteristic data* Property Value Unit of measurement Method> </header>', 'label': [[25, 41, 'measuring_condition'], [46, 50, 'min'], [53, 57, 'max'], [60, 61, 'unit'], [64, 79, 'method']]}",Solid content
"{'data': 'Appearance | Slightly yellow, slightly translucent', 'label': [[13, 50, 'qualitative_value']]}",Color
"{'data': 'Colour / Appearance VLN 250', 'label': []}",irrelevant
"{'data': 'Appearance | Milky white/yellowish liquid', 'label': [[13, 41, 'qualitative_value']]}",Color
"{'data': 'Solids, Wt. % | 45 <header> <Property> | <Value> </header>', 'label': [[8, 10, 'measuring_condition'], [12, 13, 'unit'], [16, 18, 'mean']]}",Solid content
"{'data': 'Hydroxyl content ( on solid resin, calculated ) | approx. 4.8 | % | internal method <header> <Other data* Property Value> | <Other data* Property Value> | <Unit of measurement> | <Method> </header>', 'label': [[19, 45, 'measuring_condition'], [58, 61, 'mean'], [64, 65, 'unit'], [68, 83, 'measuring_condition']]}",Hydroxyl value
"{'data': 'Density at 20 °C ( supply form ) | approx. 1.05 | g/ml | DIN EN ISO 2811 <header> <Other data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Pounds per Gallon, Solution | 7.40 approx. | 8.06 approx. <header> <> | <UROTUF® F 78 - M - 50 > | <UROTUF® F 78 - X - 50 > </header>', 'label': []}",irrelevant
"{'data': 'TAKELAC | WS - 6021 <header> <TAKELAC> | <WS - 6021 > </header>', 'label': []}",irrelevant
"{'data': 'Appearance | White emulsion', 'label': [[13, 27, 'qualitative_value']]}",Color
"{'data': 'MFFT | 22 | O C | 0011 <header> <Property> | <Value> | <Unit> | <GAP> </header>', 'label': [[7, 9, 'mean'], [12, 15, 'unit'], [18, 22, 'method']]}",Minimum film forming temperature
"{'data': 'Property | Value <header> <Property> | <Value> </header>', 'label': []}",header
"{'data': 'Specifications agreed with ( manufacturer or distributor ) | Manufacturer', 'label': []}",irrelevant
"{'data': 'Total solids, by volume, % | 30 <header> <Type Appearance> | <Aliphatic polyurethane Amber colored dispersion> </header>', 'label': [[14, 23, 'measuring_condition'], [25, 26, 'unit'], [29, 31, 'mean']]}",Solid content
"{'data': '5 | Aquacer 513 | 5.00 | wax <header> <No.> | <Ingredient> | <Parts by Weight> | <Type of material> </header>', 'label': []}",irrelevant
"{'data': 'flash point | [ °C ] | > 100', 'label': []}",irrelevant
"{'data': 'Non - volatiles ( 1 g, 125 °C, 1 h ) | 36 - 38 | % | ISO 3251 <header> <Property> | <Value> | <Units> | <Method> </header>', 'label': [[18, 34, 'measuring_condition'], [39, 41, 'min'], [44, 46, 'max'], [49, 50, 'unit'], [53, 61, 'method']]}",Solid content
"{'data': 'Colour ( Apha ) ( ISO 6271 ) | 100 max. <header> <Appearance ( CM 060 ) > | <Clear pale yellow liquid> </header>', 'label': [[9, 13, 'unit'], [18, 28, 'color'], [31, 34, 'max']]}",Color
"{'data': 'Appearance | Milky white liquid', 'label': []}",irrelevant
"{'data': '■Tensile strength | > 500 kg/cm 2', 'label': []}",irrelevant
"{'data': 'TYPICAL VALUES', 'label': []}",irrelevant
"{'data': 'Solid cont. 0,5 h 150 C ISO 3251 | 20,0 | ± 2,0 | % | ISO 3251 <header> <Description> | <Value> | <Tolerance> | <Units> | <Method> </header>', 'label': [[12, 23, 'measuring_condition'], [24, 32, 'method'], [35, 39, 'mean'], [44, 47, 'std'], [50, 51, 'unit'], [54, 62, 'method']]}",Solid content
"{'data': 'UCECOAT® 7177 | TYPICAL VALUES <header> <> | <> </header>', 'label': []}",irrelevant
"{'data': 'Acid number ( solvent free ) | ≤ | 2 | mg KOH/g | DIN EN ISO 2114', 'label': []}",irrelevant
"{'data': 'Acid value | approx. 10 | mg KOH/g | DIN EN ISO 2114 <header> <Other data* Property> | < 10 SH Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Characteristic data* Property | Value | Unit of measurement | Method <header> <Characteristic data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'Hydroxyl value（solid mgKOH/g） | ： 66 <header> <Appearance> | <： Milky white liquid> </header>', 'label': [[21, 28, 'unit'], [34, 36, 'mean']]}",Hydroxyl value
"{'data': 'Density（g/cm³ 20 ℃） | 1.04 ± 0.02', 'label': []}",irrelevant
"{'data': 'Flash Point | None | None | None | <header> <Typical Properties* of SOLUCOTE 1073 > <Appearance> | <Typical Properties* of SOLUCOTE 1073 > <Translucent Liquid> | <Typical Properties* of SOLUCOTE 1073 > <Translucent Liquid> | <Typical Properties* of SOLUCOTE 1073 > <Translucent Liquid> | <Specifications> <Translucent Liquid> </header>', 'label': []}",irrelevant
"{'data': 'Solvent content ( % ) : | 14.5 | | <header> <Appearance:> | <Translucent liquid> | <MFFT ( ºC ) :> | << 5 > </header>', 'label': []}",Solvent type
"{'data': 'Uses | Binder for waterborne, highly stone - chip - resistant coatings such as automotive fillers which dry at low temperatures or stone chip functional coatings as well as for water - reducible basecoats for two - coat automotive coatings, coatings for plastics, automotive refinish coatings and industrial coatings. <header> <Type> | <Aliphatic polyurethane resin dispersion> </header>', 'label': []}",irrelevant
"{'data': 'Appearance ( CM 060 ) | Clear pale yellow liquid <header> <Appearance ( CM 060 ) > | <Clear pale yellow liquid> </header>', 'label': [[13, 19, 'method'], [24, 48, 'qualitative_value']]}",Color
"{'data': '3 | Ethyldiglycol | 4.00 | coalescent <header> <No.> | <Ingredient> | <Parts by Weight> | <Type of material> </header>', 'label': []}",irrelevant
"{'data': 'Property | Value | Unit of measurement | Method <header> <Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'colour appearance', 'label': []}",Color
"{'data': 'pH - value | 7.0 - 8.0', 'label': [[13, 16, 'min'], [19, 22, 'max']]}",pH
"{'data': 'SPECIFICATIONS | VALUES <header> <SPECIFICATIONS> | <VALUES> </header>', 'label': []}",header
